    80511	        0	1.678812	133.191812	33.319117
    80511	        1	0.530171	0.000000	0.000000
    80511	        2	0.000000	17.034721	73.554743
    80511	        3	1.153814	0.000000	0.000000
    80511	        4	0.553487	28.394286	30.858147
    80511	        5	1.379609	84.644842	25.033821
    80511	        6	1.135901	30.371430	30.099782
    80511	        7	1.066898	186.163258	27.180797
    80511	        8	42671.656642	165.063138	0.900387
    80511	        9	1.178710	0.000000	0.000000
    80511	       10	0.295791	216.455782	27.460409
    80511	       11	5.617404	139.304370	14.550243
    80511	       12	0.373096	46.261311	39.452766
    80511	       13	0.110361	0.697584	11.472173
    80511	       14	1.436136	0.000000	0.000000
    80511	       15	0.090980	0.000000	0.000000
    80511	       16	0.093256	0.000000	0.000000
    80511	       17	3.235301	0.000000	0.000000
    80511	       18	0.670456	0.000000	0.000000
    80511	       19	79062338.254520	0.000000	0.000000
    80511	       20	0.547368	242.457616	34.327900
    80511	       21	0.253478	68.142042	36.812889
    80511	       22	2.846901	60.304858	24.158231
    80511	       23	0.706010	313.220681	38.337128
    80511	       24	0.581190	6.078675	27.314403
    80511	       25	4.509523	182.100778	49.986171
    80511	       26	1.705424	200.179066	27.412968
    80511	       27	1.531737	0.000000	0.000000
    80511	       28	0.565502	0.000000	0.000000
    80511	       29	0.001838	80.170604	63.334724
    80511	       30	1.027970	126.810157	20.686311
    80511	       31	1.712239	18.086283	35.681608
    80511	       32	0.426401	0.000000	0.000000
    80511	       33	101240.956715	170.134714	89.998618
    80511	       34	3.039106	37.004591	53.545403
    80511	       35	0.868896	0.000000	0.000000
    80511	       36	1.799658	352.869054	22.630775
    80511	       37	0.192702	178.131092	27.743606
    80511	       38	0.417522	0.000000	0.000000
    80511	       39	0.543781	0.000000	0.000000
    80511	       40	0.505583	240.778993	48.940044
    80511	       41	0.369895	0.000000	0.000000
    80511	       42	0.487660	326.757610	44.772494
    80511	       43	1.112541	42.673192	20.174063
    80511	       44	1.912817	0.000000	0.000000
    80511	       45	0.746295	173.609836	89.515382
    80511	       46	0.321976	77.706723	44.613274
    80511	       47	0.224223	0.000000	0.000000
    80511	       48	0.586505	355.058923	24.765747
    80511	       49	0.517952	0.000000	0.000000
    80511	       50	0.194098	151.958393	18.688925
    80511	       51	0.480216	323.274310	26.023539
    80511	       52	0.181259	0.000000	0.000000
    80511	       53	4.365562	57.190162	56.441559
    80511	       54	0.937720	0.000000	0.000000
    80511	       55	2.595036	0.000000	0.000000
    80511	       56	1.926173	275.472567	30.302958
    80511	       57	0.275168	44.490266	33.689424
    80511	       58	2444634.541920	0.000000	0.000000
    80511	       59	252.102760	0.000000	0.000000
    80511	       60	1100907.870912	0.000000	0.000000
    80511	       61	0.133851	0.000000	0.000000
    80511	       62	1.974194	0.000000	0.000000
    80511	       63	0.397254	0.000000	0.000000
    80511	       64	2.049176	322.090516	3.049538
    80511	       65	2.030685	0.000000	0.000000
    80511	       66	1.738892	83.920752	39.015331
    80511	       67	0.181966	0.000000	0.000000
    80511	       68	0.347093	50.441721	41.625898
    80511	       69	0.107790	0.000000	0.000000
    80511	       70	0.206827	0.000000	0.000000
    80511	       71	1.075956	173.216557	41.466481
    80511	       72	0.213268	0.000000	0.000000
    80511	       73	1.028654	0.000000	0.000000
    80511	       74	0.192681	246.093307	22.322182
    80511	       75	3.468582	204.017154	11.183103
    80511	       76	1.254226	119.026931	22.234827
    80511	       77	28.853300	0.000000	0.000000
    80511	       78	2.225271	115.784183	73.905200
    80511	       79	0.848526	92.059880	11.045946
    80511	       80	0.117070	25.811278	26.873084
    80511	       81	0.500594	79.882950	12.224637
    80511	       82	2.418989	0.000000	0.000000
    80511	       83	0.994688	298.167069	28.380497
    80511	       84	0.233890	59.867578	32.852502
    80511	       85	0.163156	0.000000	0.000000
    80511	       86	3.146065	159.523369	25.258834
    80511	       87	1.174901	0.000000	0.000000
    80511	       88	0.000067	296.368580	60.104825
    80511	       89	0.678742	283.162781	48.806150
    80511	       90	1.975550	173.214555	57.351377
    80511	       91	0.148977	0.000000	0.000000
    80511	       92	0.593205	0.000000	0.000000
    80511	       93	0.324205	140.678966	45.158812
    80511	       94	0.206382	0.000000	0.000000
